date,address,species,block,street,trap,address_number_and_street,latitude,longitude,address_accuracy,num_mosquitos,wnv_present,year,month,day,week,day_of_week,coordinates,tmax_1,tmin_1,tavg_1,depart_1,dew_point_1,wet_bulb_1,sunrise_1,sunset_1,precip_total_1,stn_pressure_1,sea_level_1,result_speed_1,result_dir_1,avg_speed_1,heat_cool_1,normal_1,tmax_2,tmin_2,tavg_2,depart_2,dew_point_2,wet_bulb_2,sunrise_2,sunset_2,precip_total_2,stn_pressure_2,sea_level_2,result_speed_2,result_dir_2,avg_speed_2,heat_cool_2,normal_2,BR_1,DZ_1,FG_1,HZ_1,MD_1,RA_1,TS_1,TSRA_1,VCTS_1,BR_2,DZ_2,FG_2,HZ_2,MD_2,RA_2,TS_2,TSRA_2,VCTS_2
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,42,0,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,1,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,1,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,1,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,33,0,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,32,0,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,11,0,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,43,0,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,45,0,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX TERRITANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,1,0,2007,8,1,31,2,"(41.702724, -87.536497)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,2,0,2007,8,1,31,2,"(41.984809, -87.728492)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,9,0,2007,8,1,31,2,"(41.984809, -87.728492)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,1,0,2007,8,1,31,2,"(41.984809, -87.728492)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,4,0,2007,8,1,31,2,"(41.772846, -87.740029)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,2,0,2007,8,1,31,2,"(41.772846, -87.740029)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1,0,2007,8,1,31,2,"(41.772846, -87.740029)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1,0,2007,8,1,31,2,"(41.772846, -87.740029)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX TERRITANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1,0,2007,8,1,31,2,"(41.772846, -87.740029)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,1,0,2007,8,1,31,2,"(41.825902, -87.667827)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-01,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,1,0,2007,8,1,31,2,"(41.825902, -87.667827)",92,69,81,8,62,69,445,2000,0.0,29.29,30.0,3.5,9,4.1,-16,73,91,69,80,5,63,70,445,2000,0.0,29.34,29.98,2.1,13,3.7,-15,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,27,0,2007,8,2,31,3,"(41.688324, -87.676709)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,8,0,2007,8,2,31,3,"(41.688324, -87.676709)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,8,0,2007,8,2,31,3,"(41.688324, -87.676709)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,10,0,2007,8,2,31,3,"(41.862292, -87.64886)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,2,0,2007,8,2,31,3,"(41.862292, -87.64886)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,9,1,2007,8,2,31,3,"(41.731922, -87.677512)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,11,0,2007,8,2,31,3,"(41.731922, -87.677512)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,18,0,2007,8,2,31,3,"(41.731922, -87.677512)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,2007,8,2,31,3,"(41.731922, -87.677512)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,3,0,2007,8,2,31,3,"(41.731922, -87.677512)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX SALINARIUS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,3,0,2007,8,2,31,3,"(41.731922, -87.677512)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,4,0,2007,8,2,31,3,"(41.723195, -87.64997)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,10,0,2007,8,2,31,3,"(41.868077, -87.666901)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,3,0,2007,8,2,31,3,"(41.868077, -87.666901)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,6,0,2007,8,2,31,3,"(41.869216, -87.627561)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,3,0,2007,8,2,31,3,"(41.869216, -87.627561)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,3,0,2007,8,2,31,3,"(41.662014, -87.724608)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,8,0,2007,8,2,31,3,"(41.662014, -87.724608)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,14,0,2007,8,2,31,3,"(41.662014, -87.724608)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,1,0,2007,8,2,31,3,"(41.662014, -87.724608)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,2,0,2007,8,2,31,3,"(41.662014, -87.724608)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,9,0,2007,8,2,31,3,"(41.662014, -87.724608)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,0,2007,8,2,31,3,"(41.682587, -87.707973)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,50,0,2007,8,2,31,3,"(41.682587, -87.707973)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,50,0,2007,8,2,31,3,"(41.682587, -87.707973)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,49,0,2007,8,2,31,3,"(41.682587, -87.707973)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,50,0,2007,8,2,31,3,"(41.682587, -87.707973)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,20,0,2007,8,2,31,3,"(41.682587, -87.707973)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,21,0,2007,8,2,31,3,"(41.682587, -87.707973)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,7,0,2007,8,2,31,3,"(41.682587, -87.707973)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,8,2,0,2007,8,2,31,3,"(41.725517, -87.614258)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-08-02,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,9,0,2007,8,2,31,3,"(41.721474, -87.648064)",91,70,81,8,66,71,446,2000,0.0,29.26,29.97,5.5,26,5.9,-16,73,91,73,82,7,66,72,446,2000,0.0,29.31,29.95,6.5,23,7.2,-17,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
